Date,DailyReturn
2022-01-01,1.7171842924792238
2022-01-02,2.5570329119553787
2022-01-03,1.7334295944728653
2022-01-04,1.0115536725430594
2022-01-05,1.2652233549184193
2022-01-06,0.9168126353762741
2022-01-07,-0.17367272553492963
2022-01-08,-1.1451270941200122
2022-01-09,-1.5541925596560655
2022-01-10,-2.6208793052970165
2022-01-11,-2.758184501028006
2022-01-12,-1.538510462008738
2022-01-13,-1.0073924710219695
2022-01-14,0.9059042369906415
2022-01-15,1.884224470992107
2022-01-16,1.4307676303733248
2022-01-17,0.5649225582005368
2022-01-18,-0.09816925171869997
2022-01-19,1.3863879430008221
2022-01-20,2.637896564116539
2022-01-21,0.34747896965353764
2022-01-22,-1.0255077129868941
2022-01-23,-1.7685096052468503
2022-01-24,-3.1056702864928845
2022-01-25,-2.805202195878216
2022-01-26,-1.8179585227460953
2022-01-27,0.5048138548212806
2022-01-28,1.4691204900454164
2022-01-29,1.7721172425354264
2022-01-30,0.5563695935279607
2022-01-31,2.0473548852490557
2022-02-01,4.414303773541526
2022-02-02,3.7937227036027705
2022-02-03,1.719904661592685
2022-02-04,1.2962330598721055
2022-02-05,0.08339682005351778
2022-02-06,-1.227056201557782
2022-02-07,-1.7474480248003372
2022-02-08,-2.590519347253055
2022-02-09,-3.097688879987909
2022-02-10,-4.574695956724987
2022-02-11,-5.800980160124267
2022-02-12,-6.852907497649903
2022-02-13,-6.5568592577297595
2022-02-14,-6.056576755698372
2022-02-15,-4.818883175627605
2022-02-16,-2.599341675202183
2022-02-17,-2.242905956099572
2022-02-18,-1.9545569655919155
2022-02-19,-1.760721191680566
2022-02-20,-1.358524457549815
2022-02-21,-2.1668520358816648
2022-02-22,-0.8757478294230816
2022-02-23,2.0909518937675045
2022-02-24,3.6636491467023244
2022-02-25,4.482639181995744
2022-02-26,4.269432367400346
2022-02-27,2.7995914707257366
2022-02-28,2.784536978775188
2022-03-01,4.18317003361423
2022-03-02,3.287261653569518
2022-03-03,2.814883456800748
2022-03-04,2.3515036037673314
2022-03-05,0.9859262876866016
2022-03-06,1.1413133246724103
2022-03-07,0.5348454211833165
2022-03-08,1.385821116687581
2022-03-09,1.4341915326274814
2022-03-10,1.6256727430230167
2022-03-11,-1.0322095267288334
2022-03-12,-3.5876155094519175
2022-03-13,-6.358839162936956
2022-03-14,-6.076263785167673
2022-03-15,-5.198658312019794
2022-03-16,-4.633238707433177
2022-03-17,-3.197339482949235
2022-03-18,-1.777493766705293
2022-03-19,-0.9718457316901775
2022-03-20,0.45535208487492485
2022-03-21,1.205754180639404
2022-03-22,0.7778147855594592
2022-03-23,0.7085050620883908
2022-03-24,2.384989588361324
2022-03-25,2.4656234544714555
2022-03-26,0.7613882699851238
2022-03-27,-0.9090114289910235
2022-03-28,-0.12941837455383798
2022-03-29,-0.5874477991743456
2022-03-30,-1.241292700513836
2022-03-31,0.9555989301159489
2022-04-01,2.139670667494888
2022-04-02,2.4494615027812188
2022-04-03,2.276423068683238
2022-04-04,4.4450533764688345
2022-04-05,4.990079926194316
2022-04-06,3.248606159513793
2022-04-07,1.7471305223407636
2022-04-08,1.4243756302798651
2022-04-09,-0.9775746566045662
2022-04-10,-1.9195452482041298
2022-04-11,-1.0891996559559582
2022-04-12,-1.5235702911106102
2022-04-13,0.00190384009250133
2022-04-14,0.2211429920916148
2022-04-15,1.016399321824495
2022-04-16,2.1368135855444743
2022-04-17,2.906609929241295
2022-04-18,2.215661334053424
2022-04-19,1.8157942234440099
2022-04-20,1.4343798284145297
2022-04-21,-0.21804937627231324
2022-04-22,-1.6944084824325256
2022-04-23,-1.6094956146299748
2022-04-24,-1.79727520070545
2022-04-25,-1.332682264354643
2022-04-26,0.7121481409135907
2022-04-27,1.971795217923875
2022-04-28,1.0678368766152668
2022-04-29,0.3851094643771191
2022-04-30,-0.3989682270581007
2022-05-01,-0.8816185369608415
2022-05-02,-0.7052423212561106
2022-05-03,0.9735194533509093
2022-05-04,1.387141516732392
2022-05-05,0.5054317973179113
2022-05-06,-2.414217824830081
2022-05-07,-1.7827233715263189
2022-05-08,0.20759771553759776
2022-05-09,0.11486915929437846
2022-05-10,0.0019371392752833283
2022-05-11,-1.774511291853045
2022-05-12,-2.7828882141005575
2022-05-13,-2.229463310531303
2022-05-14,-0.9265612176916449
