Log_Pollutant_Concentration,Distance_from_Zone_km
2.731971364666161,16.26513276151407
2.646758871645034,11.02292361797025
3.178967882592077,3.263117835536028
2.48409353035738,13.153947440604746
3.027265056204816,2.7275799927075193
5.390930462748978,7.312287935067234
2.188704593940236,9.120238001385399
2.376504300829446,11.5333304361824
1.9982049173029575,12.934403927073657
3.193943931438139,14.250465939692617
1.324690598388694,16.009044088746226
3.7930843772966716,3.505916704997576
3.195555105101736,7.512638581021392
3.783970563661979,4.829632605495135
1.716049478230649,14.439160371940012
4.6297653347634045,1.6345860228072735
1.7755370371483439,18.275750828553107
2.983712579706947,8.698052632766363
2.0197813280644525,15.448273936446908
2.542518955379996,10.001409139468961
6.711979829132472,6.4476594405345775
1.1471269926215029,15.274557286528001
4.06401898333123,2.8447089252599773
2.5500392829414875,8.834797977929092
2.0437006986214272,6.351140288632825
3.196491509447161,8.415277831204152
2.403006016311133,17.551074982572704
4.211694280628736,2.5436572279156264
3.1886996724078487,11.600692136209986
2.0202543047120933,11.403151297765447
2.376793395988298,7.311858322749831
2.543303395978356,19.49210745721861
2.2936759427830267,6.439245855880384
2.2659768510926357,10.656892474168343
3.573637918388216,3.81106398287725
3.1783008091262497,4.732245710998906
1.8278590126446326,16.97558020397789
4.516723602085824,1.0713108606464772
1.3011411628414469,15.869799192930797
1.8775653714810159,16.83607662143161
2.7380032176945033,18.820239431393567
1.5208230208895217,19.47943160172059
1.8188874031446982,16.823637796782677
4.161467297849155,2.2505345116174307
1.981225568817627,8.672058642528143
2.153902905709956,8.121076240225001
2.2314572145061327,10.6425255881162
2.4816005211133914,19.579662233604697
1.204012755769227,16.56081396987007
2.244963507282321,4.563283637800595
2.1665910837499025,14.2629142688941
2.062359697258778,13.969604570988569
0.8283728186092861,19.98286480750492
1.679731772317548,10.16999205180255
1.354341166126648,14.881260841067382
1.611971923395194,16.108464772561614
3.0591497722010073,5.966441930350094
2.661262510472773,4.060401370059431
2.053150438952006,14.271559896308087
1.5862508777090119,18.090674303737377
-0.11903061001969784,18.38795675129082
2.3123062237936005,6.936531285934466
1.6765451502021307,19.128396950848625
2.3427235564698083,14.761017890779717
4.96092567832212,1.3972973528875514
1.6552816887855113,14.78536490260311
2.4488046840900237,12.051525339852713
2.192885600375852,19.136805231300066
2.5003658023585587,15.104306970350434
3.225532869068998,4.752564368467686
2.688056852829595,19.031123657805537
1.5010013696516766,17.308903165840118
2.651332236041191,9.531877932151538
1.8038293811207136,16.649357164364904
1.4233201958241997,19.948106825766267
2.7435898948137023,11.718482118300082
1.9508701580341379,12.191030327810774
2.663758401169054,9.05651330249581
0.8961659355367654,18.01426941893282
2.5003607008203486,9.443080456888723
