Final_Exam_Score,Avg_Study_Hours,Attendance_Pct,Previous_GPA
79.70868292300852,1.3715540950491583,0.9635367184513323,2.826916425998901
99.04303472320647,4.496018169875379,0.6648003363247842,2.453682337746634
100.0,3.424467747077988,0.9924471093109911,2.5877497126231894
79.49090438802823,0.7405579291228621,0.9002990100517684,3.714331917219649
88.87349934475023,2.1320996220471953,0.8159908331730391,3.0457141542570287
100.0,5.477154805645727,0.9726811531845944,2.7488343558651627
79.83761383652849,0.0,0.9522428568706371,3.4868221898995793
95.8115811466099,2.356631056715734,0.7565265970069028,3.4989786928385804
100.0,4.898904388058301,0.8625372783917726,2.7621761160467804
75.89160329652168,1.6998893966023474,0.8589540582293373,2.514031581457275
70.05100088935916,1.9816707725669185,0.7307872743291859,2.214735699469395
76.43385364697573,2.8579365465946633,0.6717560698618663,2.1030555395368813
100.0,5.2370844391864315,0.7867239509847914,2.8675067740770017
73.23680249726465,2.0416470049730235,0.7053124145226637,2.5534020264816037
96.95609746713097,2.334027060530902,0.742026050546561,3.929237204903093
83.29077814969591,2.348473086572224,0.9816575875593838,3.029268877347512
100.0,6.308895124088184,0.7844551482128678,2.02892522837442
100.0,6.28017913346068,0.873956586190636,3.7093646377550313
99.29660476637169,4.506080846818316,0.7344919579070616,3.080855154708798
100.0,3.579279598762284,0.9983444313803088,3.3524897401865528
100.0,4.106052863844363,0.8635070424166669,3.341017388416705
100.0,5.236098042226199,0.6784037862982335,3.1482782836432697
77.9776601665431,1.596249197396413,0.6392735994485867,3.2616713152172716
100.0,4.7637435671731545,0.9772722284708332,3.119380335864853
72.91135240658716,1.1191789983764813,0.977911132884251,2.4468070470172814
86.79795151862517,2.0433727463198847,0.8485313501711724,3.183366099071237
100.0,4.360657793700452,0.6067965997384973,3.51195275249627
70.14388260018117,0.8569789496610465,0.6902139537105951,2.894971793677091
100.0,2.789896919717001,0.9205107136474103,3.275651109034878
89.0256860796237,1.7073676562104718,0.9501839317252149,3.209794572599031
100.0,2.6165709442041045,0.7815959257650615,3.9078260319595537
65.35535644350004,0.0,0.7462082473109778,2.87362484965012
68.30104705119426,0.34270034323522935,0.7096900045832181,2.8539979186148794
78.80650718048048,1.9501841481031241,0.64678820550655,2.9415341299266253
