Salary_Millions,Revenue_Billions
2.0192516587322,19.039735882944445
5.85913050139631,47.56035816729085
4.103946472555969,36.733700119664555
1.1760034215362674,30.13359496775331
3.6079378992201017,8.222922701900607
80.0,8.221728756642031
2.4195777743186815,3.3751388023258735
3.018797011996451,43.37571921585929
6.331107930001082,30.255193081288837
1.251257134505864,35.549592600904255
1.8256074343647626,1.5189324676422211
9.731965019821828,48.51053768201872
2.6895184217007113,41.705910719620874
0.46848313865192326,11.01078597857467
1.6493363178504303,9.50033587675148
0.45090101554209894,9.578523237744974
0.1,15.559991026497118
3.284670286191632,26.475443365795773
0.5635204148262636,21.88127842278473
2.9387691052506706,14.915842439803075
1.7398233604081723,30.786718288757783
4.340363420262686,7.404946102276071
0.4296094255768559,14.961160102493299
1.719368091892423,18.634911243037738
4.4345808566136675,23.075464218743278
120.0,39.366210088954176
1.9933050908921395,10.383852216838807
5.709745978712234,25.954604701473773
0.26748564674465536,29.824521158671104
1.1491972600285971,2.7992954296398875
4.077112605408967,30.573470169121197
2.9577401558067136,8.94094412252093
0.1,3.7200538527713363
2.606070183235447,47.469834094039996
6.373761694952865,48.29878563719069
5.145536219642855,40.515668731764826
2.558823858099938,15.578381574081849
1.7263733833255515,5.334769643316002
2.5769040380781956,34.369534812351766
3.1932622383330336,22.287548440110264
1.7402342090790177,6.540892624816552
1.572422868998052,25.011257050507876
4.4517722018098445,2.2022317952033106
5.998801832113546,45.51135990289971
0.1,13.309609089200837
5.14259252481987,33.294853075522106
0.14360648618794136,15.929698266425842
4.698505912315068,26.243367048301636
5.573407040764042,27.562158827492343
0.1,9.650295548513588
7.276196165923209,48.49443907434565
5.2124693295105144,38.86907475637517
6.8446400807317165,47.00519760742736
8.772981349924757,44.79395384616862
3.0188286631091303,30.096048951148713
3.6058051346494495,46.13277463364428
0.1,4.880378851570015
0.1,10.201151689747688
0.619671661278955,2.7387508010716344
2.842689086911446,16.603851372781584
3.0273341826229743,19.73952583962936
3.5475442053528323,13.931777072807847
4.678254454057865,41.522506703020504
5.222997121447901,18.15928967133267
1.4113121564766227,14.406258229525347
8.676683944812568,27.3634561163333
2.4989096091550875,7.475749136250751
2.806559941899931,40.20875054732496
0.1,4.190256862148656
6.400035166658931,49.35090336172561
3.9256860373667526,38.72611608018454
2.9616436117783373,10.336426235941534
1.5238097289089216,0.7733447976183188
4.440876245537684,40.86534070851429
2.3553564159088944,35.48943852045705
1.1288910324311585,36.58585481802887
3.474758311961389,38.67788216095431
2.6293186147306917,4.165210260837473
2.7525928445545573,18.244053562941495
0.1,6.235518446493921
5.1687238097865515,43.22361958084188
4.405960487254085,31.35325727796412
0.42023035061834757,16.879452230206134
1.1720640458068727,3.64613833915817
2.2057799293845277,15.893624924925279
0.1,16.59657444032398
4.877125303469984,36.61550582773417
4.827478535944774,32.05909483208305
7.107805562103371,44.41703075752817
4.995067983621455,23.87463879551649
0.1,6.419915173945935
2.20491161692358,35.80561696753825
5.345956525070962,38.15885990653642
4.355894029793424,28.283221279690064
5.396382913387173,38.66287540775077
10.699751183313177,24.94288202003734
4.279308526827204,26.375275054408707
4.937459321236019,21.663280408748207
2.583828204369676,1.7582467738327119
2.386845066228453,5.8406256361685704
95.0,2.0557446914933455
5.218169976742248,32.00231535755713
0.5604116772526737,16.06062106327817
2.593787707785261,25.674249212652786
4.071726950275954,45.42454045934161
1.9477448130595763,12.83996534286931
7.210712602373384,20.81395469026367
0.5554477506045954,37.89978135788091
3.055071299932558,11.825509191835312
0.1,4.310505536525254
1.040405960344285,14.842696919231518
3.525946565842054,8.480453719073218
5.280563417286662,46.52003379095736
2.3947063229852525,40.50195878843864
2.25474117620666,31.853485947265963
6.222925419298555,43.63729921429203
3.067443517216344,40.28176780650617
1.9064389706498273,9.735217914858774
5.059310722333017,44.6816704252539
1.9165434022708372,27.197440974824712
8.83471694671276,40.468287680621096
6.2534899792573135,44.85651934621291
0.1,16.24117201110726
1.4676656559508554,5.9475702641199995
0.35470612504583543,11.782790545826114
4.369050223292416,21.641835536999686
3.0141316144509394,40.99173091316341
4.581143504185102,43.106163871189
1.5943876040903082,0.8441304612939398
4.809709536099193,25.781991477589504
0.21559165147490367,21.16184465586456
0.9804311901482181,11.494336618301148
0.19344294597981748,6.433335683017299
0.9145366333005343,17.211950984479582
8.748311514929163,47.1740303436697
2.9598179354246494,16.498545135027385
0.5962456689595723,26.180135776296623
5.865667740640683,35.299438465311304
6.594278925802771,18.49966531777505
7.4252518305710495,48.603213094687554
2.275374178055424,48.1411410996345
0.8278542186030501,12.963223643355526
5.5452024025405535,25.11380104167308
0.6240087023554484,15.393476335930098
2.8475993034609215,14.599604471684646
2.281858496263611,2.3259038940493735
1.7134825100443238,30.673434532004894
2.9192104528592644,25.382611649828643
0.1,3.048198186874473
0.1,14.292999979712267
