ad_spending,sales
132.3220255890987,322.547571933579
157.27840495586292,488.23733673736666
140.41450641074658,424.3193880133894
131.73247744953454,302.5190093099752
113.5482199008357,408.2831594418692
146.88411695999844,512.0047512015252
115.63808168940388,398.03418278149223
183.76595011731197,500.4186335026624
194.5494140751544,482.83590411235883
107.51622782386666,371.5131559062235
168.7587557123997,451.7380419323403
129.33423796293567,434.4578484264606
135.20668416408984,398.43045931406766
188.83949574389916,570.9306911839335
60.65540872968304,219.4568416829277
63.069394955231104,243.00214579767518
53.03275961604886,183.10690007616319
174.8929768321907,576.5259667757686
166.72351264247757,473.15438624137494
180.50182223702288,521.3540237647923
196.7927513349146,636.1394131900993
169.87378463250855,407.29650852414903
119.22190433793978,284.5305109205628
167.07937644296834,516.1682765153214
67.74116388033998,160.69673944514196
145.9881531991286,512.1514422802861
71.50299311135696,208.076533740405
191.7003375574376,491.8781033215561
128.27724826251074,466.84022198029606
112.19929099857853,404.52396706816756
89.68334181569404,367.5863025605636
166.13505341513252,510.63986645160054
118.42254983248228,302.99509032847055
135.26509233029728,483.6659784806949
52.81847006545327,168.64600661606414
142.64532456138156,446.73613119327365
141.8143584083632,451.8984944095954
142.54009953121354,398.5997441734921
191.56221177719362,559.6094979602881
152.2730448655225,476.7929457421326
103.9261850860679,328.6367392729512
115.55479306990122,283.91694314554337
154.64467938908973,451.52360718302714
59.033820744390475,263.9038466953277
150.01500731685013,390.3091253055571
150.5956804427239,419.00747409042623
81.55738416107613,232.13578281660844
69.338944648228,315.8105480445371
97.31425263862758,326.9003694471907
104.55661564139339,331.764630915539
135.52951556268195,350.32798518443906
115.79022701934805,366.438027112961
198.25607570888394,511.9235562393411
65.30672161220421,214.8583319442281
81.3315134142252,221.53647961661895
74.19642768274943,269.31273395419856
147.96624881980978,448.7451628802715
87.99374038096732,259.56941317351857
119.94661592844594,369.6668754541971
86.66383880024041,212.00652156407574
73.84543754682795,160.05071423178958
66.55627117464577,238.36026299984127
148.44943841979102,429.457270818104
70.72744270229207,258.5701786003355
79.48735425200803,367.8756243732172
105.30877559914461,360.4959133473822
173.14898447719025,437.2313499207677
64.56519136895919,267.2637928271906
175.69173612482058,423.4339697864754
64.41476118409446,187.9576727195007
196.46891975200936,537.7602191137918
120.29768024715524,436.41133670035646
196.51416322855056,504.04766696895445
140.7268279617569,360.49514297144157
160.88953690974523,447.3012160530914
55.8781688381481,156.52150777726487
92.42104438646143,337.3844070714789
68.02948418197533,166.07713503676717
94.42102962832175,228.67914145024926
67.8091578431366,197.63189237061982
97.6974769090964,269.34206973812576
112.1394491772005,426.82522563385055
59.62212445231766,246.5263514770822
153.87081790550297,439.054606833017
134.99021813098628,326.2037693859573
89.80842364091681,316.7392079223694
128.48720802000497,321.2072526805342
64.09107661376625,132.98913669553502
136.3919743334269,450.38142545118234
189.3944296364321,539.3332046873227
97.78534286769855,340.5062983582873
150.11155699455225,441.2152751335317
69.76967936065883,267.2657289967816
157.44908061778483,411.07142187945476
93.41091394208016,231.81514276597716
77.47870430106752,277.77648666675015
137.97694022151248,354.7718673450891
53.01613192812403,148.06284093280007
174.34100438260447,463.07588578064406
50.70432142888206,177.63476152345797
