,Pressure
2024-07-28 00:00:00,49.45718469834972
2024-07-28 00:01:00,50.49867272329179
2024-07-28 00:02:00,50.141489249025994
2024-07-28 00:03:00,49.24685264304095
2024-07-28 00:04:00,49.71069987401573
2024-07-28 00:05:00,50.82571826854858
2024-07-28 00:06:00,48.786660378303466
2024-07-28 00:07:00,49.78554368557191
2024-07-28 00:08:00,50.63296812935277
2024-07-28 00:09:00,49.566629798867446
2024-07-28 00:10:00,49.660556924188974
2024-07-28 00:11:00,49.95264551553156
2024-07-28 00:12:00,50.745694813062144
2024-07-28 00:13:00,49.680549001657674
2024-07-28 00:14:00,49.77800902017697
2024-07-28 00:15:00,49.782824362190745
2024-07-28 00:16:00,51.10296504136273
2024-07-28 00:17:00,51.093393044486895
2024-07-28 00:18:00,50.50202694893944
2024-07-28 00:19:00,50.19309319958743
2024-07-28 00:20:00,50.36868428794812
2024-07-28 00:21:00,50.7453660140754
2024-07-28 00:22:00,49.5320830657988
2024-07-28 00:23:00,50.58791452239105
2024-07-28 00:24:00,49.37305966612549
2024-07-28 00:25:00,49.681124248773294
2024-07-28 00:26:00,50.45355259790015
2024-07-28 00:27:00,49.285659649887016
2024-07-28 00:28:00,49.92996563990567
2024-07-28 00:29:00,49.569122552070155
2024-07-28 00:30:00,49.8721903147347
2024-07-28 00:31:00,48.60070544726964
2024-07-28 00:32:00,49.11423344774508
2024-07-28 00:33:00,49.65006138270104
2024-07-28 00:34:00,50.46373121587929
2024-07-28 00:35:00,49.91318215860489
2024-07-28 00:36:00,50.00142295794841
2024-07-28 00:37:00,50.34411135555114
2024-07-28 00:38:00,49.560231828495475
2024-07-28 00:39:00,50.14181366190365
2024-07-28 00:40:00,49.597316740967194
2024-07-28 00:41:00,49.1361652529397
2024-07-28 00:42:00,49.80455010312245
2024-07-28 00:43:00,50.286902931202526
2024-07-28 00:44:00,50.1692945254999
2024-07-28 00:45:00,49.99408475276059
2024-07-28 00:46:00,51.19618263296886
2024-07-28 00:47:00,50.20645608015439
2024-07-28 00:48:00,50.489368002968675
2024-07-28 00:49:00,51.119071669248974
2024-07-28 00:50:00,49.35295733841937
2024-07-28 00:51:00,49.48060589489752
2024-07-28 00:52:00,50.87185611256147
2024-07-28 00:53:00,49.60096863237947
2024-07-28 00:54:00,50.01484161515167
2024-07-28 00:55:00,50.534657984712176
2024-07-28 00:56:00,50.44535319564658
2024-07-28 00:57:00,50.87744309099055
2024-07-28 00:58:00,50.74782206851673
2024-07-28 00:59:00,50.53469633485287
2024-07-28 01:00:00,49.613645642876406
2024-07-28 01:01:00,50.397431333896606
2024-07-28 01:02:00,50.157135997253434
2024-07-28 01:03:00,49.33686727002977
2024-07-28 01:04:00,50.70864952323843
2024-07-28 01:05:00,50.40361826728928
2024-07-28 01:06:00,50.02274504031555
2024-07-28 01:07:00,49.88345396950779
2024-07-28 01:08:00,49.400849427649604
2024-07-28 01:09:00,50.09976203677932
2024-07-28 01:10:00,50.234219559722824
2024-07-28 01:11:00,49.58442250787836
2024-07-28 01:12:00,50.581102024549764
2024-07-28 01:13:00,49.451398476758484
2024-07-28 01:14:00,48.93844982497878
2024-07-28 01:15:00,50.51986354544635
2024-07-28 01:16:00,49.79831698094895
2024-07-28 01:17:00,49.93698520734349
2024-07-28 01:18:00,49.58124163858747
2024-07-28 01:19:00,49.1970186196413
2024-07-28 01:20:00,50.62761868736211
2024-07-28 01:21:00,49.65556550807654
2024-07-28 01:22:00,50.83047624407397
2024-07-28 01:23:00,50.40365409310537
2024-07-28 01:24:00,49.84262092664127
2024-07-28 01:25:00,49.45704879943656
2024-07-28 01:26:00,49.633769006639774
2024-07-28 01:27:00,49.393738434452416
2024-07-28 01:28:00,51.043556679794094
2024-07-28 01:29:00,50.08222061511491
2024-07-28 01:30:00,50.575102771273315
2024-07-28 01:31:00,49.366323975494886
2024-07-28 01:32:00,50.0905175647985
2024-07-28 01:33:00,50.58893096940429
2024-07-28 01:34:00,49.83249461903349
2024-07-28 01:35:00,50.515557229460875
2024-07-28 01:36:00,49.45771604399712
2024-07-28 01:37:00,49.318264227690705
2024-07-28 01:38:00,50.18970030603907
2024-07-28 01:39:00,49.81041178271372
2024-07-28 01:40:00,50.321027344635915
2024-07-28 01:41:00,49.01105603423978
2024-07-28 01:42:00,50.35613231773526
2024-07-28 01:43:00,51.29915196363466
2024-07-28 01:44:00,49.98768700928426
2024-07-28 01:45:00,50.01707106445492
2024-07-28 01:46:00,50.08977474231934
2024-07-28 01:47:00,49.06901214460411
2024-07-28 01:48:00,50.21307331984516
2024-07-28 01:49:00,49.19729512799202
2024-07-28 01:50:00,49.7861602009381
2024-07-28 01:51:00,50.62143477480187
2024-07-28 01:52:00,49.63239152194996
2024-07-28 01:53:00,50.2506244947837
2024-07-28 01:54:00,50.50636952697818
2024-07-28 01:55:00,50.139370428048
2024-07-28 01:56:00,49.3145257649527
2024-07-28 01:57:00,49.83376236232429
2024-07-28 01:58:00,50.97970567119414
2024-07-28 01:59:00,48.98747711850127
2024-07-28 02:00:00,49.86210699306691
2024-07-28 02:01:00,49.72394596425595
2024-07-28 02:02:00,50.06037368154857
2024-07-28 02:03:00,50.374107808593614
2024-07-28 02:04:00,50.80434548401103
2024-07-28 02:05:00,49.86488380399542
2024-07-28 02:06:00,50.40617066498841
2024-07-28 02:07:00,50.249870072432586
2024-07-28 02:08:00,50.2371736489359
2024-07-28 02:09:00,49.71803803423676
2024-07-28 02:10:00,49.50133926561205
2024-07-28 02:11:00,49.44997844368965
2024-07-28 02:12:00,49.62178139530044
2024-07-28 02:13:00,50.16084328793311
2024-07-28 02:14:00,50.380474696564164
2024-07-28 02:15:00,50.16173442392845
2024-07-28 02:16:00,49.72552245190213
2024-07-28 02:17:00,50.90298505496624
2024-07-28 02:18:00,50.75943281181577
2024-07-28 02:19:00,49.822999943624914
2024-07-28 02:20:00,49.588284297007164
2024-07-28 02:21:00,50.06510747707898
2024-07-28 02:22:00,50.63364932252718
2024-07-28 02:23:00,50.16638248862706
2024-07-28 02:24:00,50.27827435245502
2024-07-28 02:25:00,49.89395993886219
2024-07-28 02:26:00,50.22813544760112
2024-07-28 02:27:00,50.77227222572807
2024-07-28 02:28:00,49.88016560926115
2024-07-28 02:29:00,50.07165386625394
2024-07-28 02:30:00,50.126908238274815
2024-07-28 02:31:00,50.14186267788552
2024-07-28 02:32:00,49.294055561964385
2024-07-28 02:33:00,49.061565672063054
2024-07-28 02:34:00,49.49017246453908
2024-07-28 02:35:00,50.08397114770084
2024-07-28 02:36:00,50.27692808300161
2024-07-28 02:37:00,49.734662720113185
2024-07-28 02:38:00,50.688628741433654
2024-07-28 02:39:00,49.92841201283691
2024-07-28 02:40:00,50.01015799911731
2024-07-28 02:41:00,49.90301806472367
2024-07-28 02:42:00,50.06701339637333
2024-07-28 02:43:00,50.3522370370218
2024-07-28 02:44:00,50.33282671895616
2024-07-28 02:45:00,49.550788529695204
2024-07-28 02:46:00,50.761831888239264
2024-07-28 02:47:00,49.452486771286544
2024-07-28 02:48:00,50.0396135070453
2024-07-28 02:49:00,49.862801713238824
2024-07-28 02:50:00,49.47550416134076
2024-07-28 02:51:00,49.962439706013086
2024-07-28 02:52:00,49.6295931133538
2024-07-28 02:53:00,50.036453621638024
2024-07-28 02:54:00,50.20154298060968
2024-07-28 02:55:00,50.73596468448664
2024-07-28 02:56:00,50.15369210931371
2024-07-28 02:57:00,49.694387329847586
2024-07-28 02:58:00,49.8041900946402
2024-07-28 02:59:00,50.069989053057284
2024-07-28 03:00:00,50.04673041473107
2024-07-28 03:01:00,50.729794634114214
2024-07-28 03:02:00,50.69767646487848
2024-07-28 03:03:00,49.820532036878866
2024-07-28 03:04:00,49.7256789359069
2024-07-28 03:05:00,48.72147269796607
2024-07-28 03:06:00,49.72553979333889
2024-07-28 03:07:00,49.51097114695786
2024-07-28 03:08:00,49.82258777095259
2024-07-28 03:09:00,50.19579212117505
2024-07-28 03:10:00,50.088596164599494
2024-07-28 03:11:00,49.98501599647623
2024-07-28 03:12:00,50.09979105554426
2024-07-28 03:13:00,49.936941113384506
2024-07-28 03:14:00,50.098509466271736
2024-07-28 03:15:00,48.384472496040345
2024-07-28 03:16:00,49.865353255124624
2024-07-28 03:17:00,49.944574639473494
2024-07-28 03:18:00,49.829369141896706
2024-07-28 03:19:00,49.89102686894853
2024-07-28 03:20:00,50.35165505890337
2024-07-28 03:21:00,49.700947334329584
2024-07-28 03:22:00,51.10035104960856
2024-07-28 03:23:00,50.34414846511105
2024-07-28 03:24:00,49.99684637454306
2024-07-28 03:25:00,49.89666884840122
2024-07-28 03:26:00,49.95673885680893
2024-07-28 03:27:00,49.54234646502801
2024-07-28 03:28:00,49.952398730370994
2024-07-28 03:29:00,50.13934175836353
2024-07-28 03:30:00,50.28977080778662
2024-07-28 03:31:00,50.289844889572166
2024-07-28 03:32:00,49.862561226717034
2024-07-28 03:33:00,49.291958873739034
2024-07-28 03:34:00,49.66544868688328
2024-07-28 03:35:00,50.8060965214062
2024-07-28 03:36:00,50.448029156704976
2024-07-28 03:37:00,50.184809793152084
2024-07-28 03:38:00,49.61935287761994
2024-07-28 03:39:00,50.00182257748689
2024-07-28 03:40:00,49.37216565716876
2024-07-28 03:41:00,49.724031562151964
2024-07-28 03:42:00,49.8773983291574
2024-07-28 03:43:00,49.819180034067394
2024-07-28 03:44:00,50.47830096552801
2024-07-28 03:45:00,49.290637042982276
2024-07-28 03:46:00,49.56728386424242
2024-07-28 03:47:00,49.31265601448889
2024-07-28 03:48:00,49.381323393656075
2024-07-28 03:49:00,50.062027948223324
2024-07-28 03:50:00,49.199779733471864
2024-07-28 03:51:00,50.37693438941882
2024-07-28 03:52:00,49.87659211152946
2024-07-28 03:53:00,50.03439416626299
2024-07-28 03:54:00,50.161288368998605
2024-07-28 03:55:00,49.7829167398742
2024-07-28 03:56:00,50.51623985787669
2024-07-28 03:57:00,49.90282863663618
2024-07-28 03:58:00,50.29703512761954
2024-07-28 03:59:00,49.900443808621375
2024-07-28 04:00:00,50.14543719371246
2024-07-28 04:01:00,50.13983133507898
2024-07-28 04:02:00,50.12498496972776
2024-07-28 04:03:00,49.51284607518954
2024-07-28 04:04:00,50.21793788527372
2024-07-28 04:05:00,49.840521505450205
2024-07-28 04:06:00,50.31524401524496
2024-07-28 04:07:00,48.92375327779385
2024-07-28 04:08:00,49.26744188897253
2024-07-28 04:09:00,50.18172278106751
2024-07-28 04:10:00,50.93146379255261
2024-07-28 04:11:00,50.41752937340562
2024-07-28 04:12:00,49.65877453290001
2024-07-28 04:13:00,49.15397379231102
2024-07-28 04:14:00,50.37134311058081
2024-07-28 04:15:00,49.95970838897853
2024-07-28 04:16:00,50.29535210894719
2024-07-28 04:17:00,50.0576493611054
2024-07-28 04:18:00,50.01482146256025
2024-07-28 04:19:00,51.47931272294659
2024-07-28 04:20:00,49.99693501947721
2024-07-28 04:21:00,49.920377395373364
2024-07-28 04:22:00,49.93927566229799
2024-07-28 04:23:00,49.70823164164617
2024-07-28 04:24:00,50.49506644735766
2024-07-28 04:25:00,49.82312283310932
2024-07-28 04:26:00,50.3179713528223
2024-07-28 04:27:00,50.14230151490678
2024-07-28 04:28:00,50.609492931066214
2024-07-28 04:29:00,50.21008979849418
