Time_to_Failure_hr,Operating_Temperature_C,Vibration_Level_g
23.362276075581775,97.45071229516849,14.315443868829103
90.82757799610467,87.92603548243223,16.773541601175324
120.03932008421258,99.71532807151038,8.503581065452147
43.56079258735585,112.84544784612038,13.407423091726427
62.01617327117203,86.48769937914996,10.373393577195433
250.17159964160106,86.4879456457623,10.78218654058826
23.206759313158603,113.68819223261087,10.519015189402827
100.8569862527407,101.51152093729362,9.84002307580046
29.611138711822054,82.95788421097572,12.121304069862067
83.61166265148098,98.13840065378947,9.922624708972405
210.25119282005792,83.04873460781306,12.676142064449596
85.17633352402535,83.01405369644614,11.874404726377158
141.97453643159795,93.62943407349051,11.402629882833976
170.85562364329152,61.30079633013303,9.731090844896006
39.49139241424715,64.12623251230451,10.558071673579168
150.9854332962693,81.5656870613854,13.88847806456439
145.71868929916636,74.80753319498365,13.252292969060951
132.2688886148893,94.71370998892911,9.556111888003622
216.35214593929862,76.37963886718184,12.248330763573065
34.661628599827495,68.81544447997062,13.878467808429473
54.689415241567616,111.98473153382331,7.826486797196571
28.815801066100743,86.61335549270197,13.358400480949838
100.03212666146344,91.01292307031886,10.343440602635383
61.85842912241182,68.62877720679815,13.426496671482898
569.5689154819007,81.83425913212226,10.091852108643709
175.51589722693168,91.66383884564799,7.487794748338702
972.1398559327778,72.73509633866546,7.931143905292093
26.4059516891328,95.63547027518509,12.120212366653455
35.91342799090453,80.99041965121792,12.649306254303704
43.17822916542082,85.62459375310085,9.739208437238979
73.49371738118145,80.97440081655904,13.596481146943434
51.706963232783906,117.78417276763406,7.8461998443276
100.65740979237358,89.79754162893099,11.83480050338171
1325.9337047576669,74.1343360656615,8.972459500593859
44.83211157339998,102.33817368154783,10.370409730494602
15.73535623000839,71.68734525043467,12.118496678291034
167.61839157618087,93.13295392507133,9.84896658679012
75.86634884486674,60.60494814180336,11.038611139425436
514.0864690977671,70.07720926652354,14.5157320230361
42.186716243922255,92.95291853803685,10.557770326192127
45.48390808363781,101.07699869993115,14.089230280162855
87.23370486334012,92.57052421784955,9.175732863355954
82.44029106540546,88.2652757641764,13.324510444788206
161.9482487611821,85.48344456616067,15.603921551644751
51.838195555223955,67.82217014448858,5.820888749681776
339.6878477134859,79.20233687407936,10.007761861323807
78.91979730189276,83.09041843560318,13.44268031795135
70.57143038894537,105.85683339328374,11.492386534892518
87.75961000955027,95.15427434352692,12.927864683428272
29.333354550746883,63.554397669558995,10.490037033210449
38.11146887833849,94.86125954092192,12.21647446868225
106.18163737114965,84.22376579375525,11.610806911519802
102.06598204698183,79.84616999541062,14.919455154149517
64.17679964486273,99.17514433261302,12.636052108253033
31.39286761243052,105.46499283743927,12.844006655188005
62.927874485757854,103.96920178674299,10.970307584693831
72.08739459334808,77.41173715166042,10.780984439818766
100.83978982948156,85.36181436223178,10.918604530450947
18.605080179175932,94.96895147105346,12.986130355945741
59.191023836785206,104.63317690683539,10.947538797949342
45.97688701569415,82.81238643232065,12.724437142241033
92.84532476352835,87.21511535004274,17.188501996613596
252.0636955373354,73.40497538990958,14.177811758579232
30.74696386190957,72.05690063878994,11.184941169580398
60.44819353259147,102.18788733591298,15.003034805409861
68.6064132484256,110.34360042856234,10.979811567446122
21.254940266281718,88.91984817629499,6.904688662055365
82.91864393575693,105.05299346838036,9.47978422270649
54.189750739909556,95.42454037571451,7.323020197435361
51.21412305918825,80.32320368092314,11.12121628989673
25.73007963131817,95.4209340826262,12.046045947973878
32.29955121902472,113.07054849698955,16.191093280688207
94.49542891806803,89.46260941335073,12.817318434410407
50.28052516897659,113.4696548372101,11.45224867797784
44.05149201030611,50.703823438653835,14.073513952958724
90.24320680504634,102.32853756562835,6.472161727480287
207.30564172110763,91.30570602357257,12.589036395271414
222.41862189725836,85.51488974301199,13.927162984717416
223.46219658723538,91.37641164803253,8.303534385550396
47.7623204913575,60.18646628098661,14.859385108017323
86.80750765100238,86.70492168243732,12.846241018736036
92.67919824291647,95.35668857267619,10.961780215247996
15.668602916551068,112.16841067112274,13.581954665265712
34.430639675235554,82.22594672589528,17.67673214451099
80.3526586520735,77.87259595660218,12.454665637646238
39.41344766680196,82.47364434623195,12.62055146575084
23.700145573259835,103.73103176553111,10.85159775114939
48.097564751256016,94.93126664489526,9.87538907633802
45.806642455978455,82.05359694349441,14.075839541360613
77.2910275084782,97.69901149670034,9.859790435227833
32.38003726228008,91.4561632402206,12.178915593048481
23.34804955147367,104.52967485799334,10.805856383087209
420.14130310706753,79.46920359183972,13.19744956436598
171.23592142832493,85.08506780103347,12.83415526321737
48.492631016983175,84.11837770301764,14.593849860644749
427.4334209185426,68.04727577801822,10.724959002863132
51.460962647431614,94.44180415596864,11.325312661766572
95.31095522661303,93.91582908269834,9.553090710544232
273.5806907755397,90.07670184963692,10.88926684980972
41.621055669495576,86.4811929993728,12.94325123261213
67.35193315386977,68.76943886924379,13.89247154161338
37.97016468136887,83.69032015851961,9.694586689555937
42.221906551129386,84.85928225209845,14.17401480026415
115.95983458288043,77.96584096167572,15.389094647012378
102.0090751154214,87.58071432500986,13.033587258059253
19.869176532775093,96.06076285221808,16.691989531395166
98.13591438960151,118.29278851815795,10.065527002241067
93.2561285180946,92.61866719247759,8.888363241721457
131.29131513365456,93.86325586084146,7.553199377739303
25.786649527833507,88.8833112635075,15.740110778722958
287.8316272395781,61.21843177051438,13.635914140885145
161.3676165077755,89.60229186826174,11.861038322723862
51.0209731107069,90.90345314911539,12.699921565799551
25.204570859994224,126.94863168727929,9.186277381754058
86.86150269677404,87.11458552828316,18.114379949042068
48.06855679608793,94.52321013500419,12.323052954938069
123.59839931895296,89.47932345442135,12.273486986512232
46.5671698935454,72.46982943570703,13.81441655974673
27.010675494955162,107.14234221772531,13.202523079341784
16.63733899862854,101.27899549030161,12.559710060697828
52.14059746341981,101.8654792056457,10.02381386138672
96.18899212985994,76.35918817807891,13.178670892839989
21.52086305964693,111.04191466404149,16.705061241187586
160.4717980022301,68.97223405811579,15.363550115387444
51.004708869268825,98.80285640700406,15.982966566598492
17.310514696248596,122.85683438714968,10.721960808922038
94.550119668826,75.14195512303968,9.525987949353548
33.3205300651952,81.50553405595842,11.68553269975088
59.018718617500724,91.49477047631461,12.139312280721736
27.27987305476318,82.44786518825701,14.735478796177372
176.01145160159362,66.74004853400801,7.768838425712952
29.56339316568563,91.0284446220904,15.823875798651535
191.96529726819185,74.06544429410843,11.604980253552526
157.12656573030702,97.10388645952773,10.93279732513145
341.49457424284907,76.20863648649295,9.46973906184958
25.85168757489809,113.24901607526309,7.862858320335577
23.888465284519533,78.25120061495645,14.057926459904786
163.23624274012172,85.16907725691486,12.18329491797101
27.76899498188754,102.20275826054504,8.775097750647365
182.13964928517524,71.53703525349067,8.76230306984096
62.860077058583016,93.41189901906193,11.16053825177468
25.038428844760944,109.60714131423643,16.17255381322348
227.65459932864272,65.88775148158159,11.351021621590988
40.926641290818324,92.76950787798457,8.242142617204735
165.4363570498112,93.89824191372635,11.38564233978514
155.77084358806943,101.72734307665965,11.318191075630823
3684.76955868071,71.44573933682878,5.257783392646071
329.3466166912161,70.19315080373585,11.86426283370547
33.70563101795397,97.82912348425347,11.422663674478304
70.34089885153263,94.45477009849779,13.740515912033546
38.62170506414041,93.75739275518815,16.622390237363362
63.630903689214655,95.19672314245463,14.816412573869393
79.93826293351202,79.79962917632264,11.327778273612923
55.078136268032274,93.48380545741506,9.233685228145823
22.18137850774274,94.39608709948021,18.43339950812465
519.3631106116469,79.28472872960448,12.14804608503622
14.111870388374752,117.98661766717134,12.034823229782365
52.7815241422868,97.10749381367681,11.939687282224991
