Date,Demand_MW
2022-01-01 00:00:00,22632.063129022205
2022-01-01 01:00:00,22694.258558087102
2022-01-01 02:00:00,22918.603128295126
2022-01-01 03:00:00,23873.25971438106
2022-01-01 04:00:00,23932.35527314245
2022-01-01 05:00:00,25098.89208467809
2022-01-01 06:00:00,25346.231620660856
2022-01-01 07:00:00,26017.12601959852
2022-01-01 08:00:00,26022.938081308403
2022-01-01 09:00:00,26848.264436867426
2022-01-01 10:00:00,27803.09515954561
2022-01-01 11:00:00,27446.489262206156
2022-01-01 12:00:00,28414.005556993077
2022-01-01 13:00:00,27355.976593177944
2022-01-01 14:00:00,27695.151171248475
2022-01-01 15:00:00,27053.099500805358
2022-01-01 16:00:00,26167.005497844082
2022-01-01 17:00:00,26526.800819374126
2022-01-01 18:00:00,26710.320033228014
2022-01-01 19:00:00,25255.35940382283
2022-01-01 20:00:00,24127.154517715684
2022-01-01 21:00:00,24502.468104621148
2022-01-01 22:00:00,24204.207405491794
2022-01-01 23:00:00,24612.384468112108
2022-01-02 00:00:00,23609.972826730133
2022-01-02 01:00:00,24084.03598015089
2022-01-02 02:00:00,24473.360514710374
2022-01-02 03:00:00,24762.82828404492
2022-01-02 04:00:00,25336.762650352637
2022-01-02 05:00:00,25340.48398723974
2022-01-02 06:00:00,25989.81116369823
2022-01-02 07:00:00,26817.764814081194
2022-01-02 08:00:00,28481.29951203587
2022-01-02 09:00:00,27805.530299794325
2022-01-02 10:00:00,27581.06001768807
2022-01-02 11:00:00,28106.02379721908
2022-01-02 12:00:00,28774.56919092009
2022-01-02 13:00:00,28963.2875984328
2022-01-02 14:00:00,28275.15426516713
2022-01-02 15:00:00,28354.530857679507
2022-01-02 16:00:00,27053.408036888122
2022-01-02 17:00:00,26388.52776565668
2022-01-02 18:00:00,26824.41439217849
2022-01-02 19:00:00,25795.58314433263
2022-01-02 20:00:00,25376.86617096163
2022-01-02 21:00:00,25021.570742317617
2022-01-02 22:00:00,24484.844413652376
2022-01-02 23:00:00,24094.74839309096
2022-01-03 00:00:00,24364.38269694448
2022-01-03 01:00:00,24666.744144507662
2022-01-03 02:00:00,24650.617033250706
2022-01-03 03:00:00,24395.326230106446
2022-01-03 04:00:00,25545.023619668635
2022-01-03 05:00:00,26081.532625920554
2022-01-03 06:00:00,26658.67973707639
2022-01-03 07:00:00,27162.912526041535
2022-01-03 08:00:00,28335.533606456003
2022-01-03 09:00:00,27153.87628230823
2022-01-03 10:00:00,27832.520892107143
2022-01-03 11:00:00,28705.040759294705
2022-01-03 12:00:00,28134.043307258224
2022-01-03 13:00:00,27411.26342065342
2022-01-03 14:00:00,28066.98400475593
2022-01-03 15:00:00,28153.341681634596
2022-01-03 16:00:00,26332.698826281492
2022-01-03 17:00:00,26133.029824508834
2022-01-03 18:00:00,25604.648796444657
2022-01-03 19:00:00,24535.678286906495
2022-01-03 20:00:00,24767.47852057072
2022-01-03 21:00:00,24917.60900250361
2022-01-03 22:00:00,24001.825092650044
2022-01-03 23:00:00,24376.138970654727
2022-01-04 00:00:00,23705.878725564948
2022-01-04 01:00:00,23646.941483241873
2022-01-04 02:00:00,24105.47163218872
2022-01-04 03:00:00,23914.172100468335
2022-01-04 04:00:00,23292.200451611378
2022-01-04 05:00:00,25352.752280650187
2022-01-04 06:00:00,26415.373136034115
2022-01-04 07:00:00,26926.487983845935
2022-01-04 08:00:00,27944.280258211584
2022-01-04 09:00:00,26440.07055799024
2022-01-04 10:00:00,27249.413295816717
2022-01-04 11:00:00,26513.321058165904
2022-01-04 12:00:00,26721.367936514915
2022-01-04 13:00:00,26558.789151541216
2022-01-04 14:00:00,27114.49446085063
2022-01-04 15:00:00,26179.618438972197
2022-01-04 16:00:00,25167.332362729576
2022-01-04 17:00:00,24873.68808795679
2022-01-04 18:00:00,23797.91720290181
2022-01-04 19:00:00,23370.223564529886
2022-01-04 20:00:00,24155.41291381619
2022-01-04 21:00:00,22809.935601866946
2022-01-04 22:00:00,22470.453530103896
2022-01-04 23:00:00,23116.601969983563
2022-01-05 00:00:00,22574.721316842963
2022-01-05 01:00:00,22139.119103283094
2022-01-05 02:00:00,21453.60689343786
2022-01-05 03:00:00,22593.684214354376
2022-01-05 04:00:00,22493.51010736158
2022-01-05 05:00:00,23730.152355717084
2022-01-05 06:00:00,23767.495432852593
2022-01-05 07:00:00,24640.400188487387
2022-01-05 08:00:00,24564.802269331256
2022-01-05 09:00:00,24810.96802349772
2022-01-05 10:00:00,25629.720205545913
2022-01-05 11:00:00,25548.641716443857
2022-01-05 12:00:00,25239.531016476318
2022-01-05 13:00:00,26161.18074392649
2022-01-05 14:00:00,25992.01577004296
2022-01-05 15:00:00,25137.498933680676
2022-01-05 16:00:00,24454.281189086832
2022-01-05 17:00:00,23703.167305552903
2022-01-05 18:00:00,23676.469442587644
2022-01-05 19:00:00,23037.551349819896
2022-01-05 20:00:00,23421.197300005824
2022-01-05 21:00:00,22565.003668869005
2022-01-05 22:00:00,21048.739721046917
2022-01-05 23:00:00,21164.160770742907
2022-01-06 00:00:00,21811.10771836638
2022-01-06 01:00:00,20940.286888001374
2022-01-06 02:00:00,22460.09637661325
2022-01-06 03:00:00,21603.437108222253
2022-01-06 04:00:00,21587.302628635403
2022-01-06 05:00:00,23409.12449563461
2022-01-06 06:00:00,23663.171496447347
2022-01-06 07:00:00,24650.38993256038
2022-01-06 08:00:00,24634.106161223935
2022-01-06 09:00:00,24340.838875557554
2022-01-06 10:00:00,24957.9841827883
2022-01-06 11:00:00,25369.955343699694
2022-01-06 12:00:00,25718.416025541093
2022-01-06 13:00:00,25397.88601588194
2022-01-06 14:00:00,25391.006789697847
2022-01-06 15:00:00,25725.772863148995
2022-01-06 16:00:00,25487.597640942127
2022-01-06 17:00:00,23484.86721294742
2022-01-06 18:00:00,24097.1208882253
2022-01-06 19:00:00,22838.785675544426
2022-01-06 20:00:00,23622.727945903156
2022-01-06 21:00:00,22218.162051967553
2022-01-06 22:00:00,21469.980292717686
2022-01-06 23:00:00,22111.371546375685
2022-01-07 00:00:00,22001.631341790027
2022-01-07 01:00:00,22351.10501039648
2022-01-07 02:00:00,22330.887506569226
2022-01-07 03:00:00,22776.423609705307
2022-01-07 04:00:00,22818.619636316114
2022-01-07 05:00:00,23741.07629476706
2022-01-07 06:00:00,23719.248711654378
2022-01-07 07:00:00,23975.577643426717
2022-01-07 08:00:00,24776.28409168703
2022-01-07 09:00:00,24836.473650697706
2022-01-07 10:00:00,26155.805771149156
2022-01-07 11:00:00,25917.230856233884
2022-01-07 12:00:00,26199.312404237666
2022-01-07 13:00:00,26163.41514849055
2022-01-07 14:00:00,26640.328330117245
2022-01-07 15:00:00,25244.407455566026
2022-01-07 16:00:00,25780.51508035783
2022-01-07 17:00:00,25291.690440666385
2022-01-07 18:00:00,24458.225213097747
2022-01-07 19:00:00,24640.646054206984
2022-01-07 20:00:00,23284.50520963166
2022-01-07 21:00:00,23474.40749966734
2022-01-07 22:00:00,23626.755540015987
2022-01-07 23:00:00,22423.824215145796
2022-01-08 00:00:00,22403.845937305436
2022-01-08 01:00:00,22726.555723135858
2022-01-08 02:00:00,23133.12560842098
2022-01-08 03:00:00,23514.077940861276
2022-01-08 04:00:00,24137.907442382402
2022-01-08 05:00:00,24359.492528534724
2022-01-08 06:00:00,24944.257882314752
2022-01-08 07:00:00,25343.462303077275
2022-01-08 08:00:00,26229.617923726015
2022-01-08 09:00:00,26606.84862789985
2022-01-08 10:00:00,27751.88379023512
2022-01-08 11:00:00,27913.249710666827
2022-01-08 12:00:00,26890.580828976133
2022-01-08 13:00:00,27510.000308719144
2022-01-08 14:00:00,27486.72613901261
2022-01-08 15:00:00,27758.56414704488
2022-01-08 16:00:00,27479.29091817349
2022-01-08 17:00:00,26987.67843005193
2022-01-08 18:00:00,25502.015404706788
2022-01-08 19:00:00,24738.418260543596
2022-01-08 20:00:00,24587.257600505185
2022-01-08 21:00:00,23982.084067013755
2022-01-08 22:00:00,24627.882498659932
2022-01-08 23:00:00,24483.52890066708
2022-01-09 00:00:00,23676.053849493688
2022-01-09 01:00:00,23733.576893972935
2022-01-09 02:00:00,24103.152706673503
2022-01-09 03:00:00,25291.93190768287
2022-01-09 04:00:00,24274.088843313246
2022-01-09 05:00:00,26121.177928168243
2022-01-09 06:00:00,26724.608066670073
2022-01-09 07:00:00,27272.25304804053
2022-01-09 08:00:00,27727.934030645043
2022-01-09 09:00:00,28213.609164607104
2022-01-09 10:00:00,27955.0407701994
2022-01-09 11:00:00,27989.316010059447
2022-01-09 12:00:00,27545.54038244442
2022-01-09 13:00:00,28112.40745699411
2022-01-09 14:00:00,28293.444319480925
2022-01-09 15:00:00,27975.06720473377
2022-01-09 16:00:00,27925.01324052112
2022-01-09 17:00:00,26921.869235183625
2022-01-09 18:00:00,26742.109233787094
2022-01-09 19:00:00,26486.689546195103
2022-01-09 20:00:00,25545.909554906884
2022-01-09 21:00:00,24948.478601504583
2022-01-09 22:00:00,24038.43128702538
2022-01-09 23:00:00,24061.58729365263
2022-01-10 00:00:00,24984.83238468244
2022-01-10 01:00:00,24631.451632650937
2022-01-10 02:00:00,23853.299024977347
2022-01-10 03:00:00,25113.561015071744
2022-01-10 04:00:00,25055.99260588873
2022-01-10 05:00:00,26304.669306224096
2022-01-10 06:00:00,26075.869725263565
2022-01-10 07:00:00,26832.510499150234
2022-01-10 08:00:00,28020.308602237445
2022-01-10 09:00:00,28100.697207700156
2022-01-10 10:00:00,28156.04095674871
2022-01-10 11:00:00,28946.39114470141
2022-01-10 12:00:00,28809.960260999516
2022-01-10 13:00:00,27687.97141814193
2022-01-10 14:00:00,27816.90031821821
2022-01-10 15:00:00,27675.224053332604
2022-01-10 16:00:00,27647.91598677695
2022-01-10 17:00:00,26400.53922871255
2022-01-10 18:00:00,25195.722926118444
2022-01-10 19:00:00,25690.316008376296
2022-01-10 20:00:00,24748.2436040625
2022-01-10 21:00:00,25152.88421484196
2022-01-10 22:00:00,22895.92494532171
2022-01-10 23:00:00,24848.813279921622
2022-01-11 00:00:00,23334.60077305308
2022-01-11 01:00:00,22662.929858607844
2022-01-11 02:00:00,23885.145141562138
2022-01-11 03:00:00,24595.789666498637
2022-01-11 04:00:00,24343.5825710381
2022-01-11 05:00:00,25392.373420771422
2022-01-11 06:00:00,25099.601968139166
2022-01-11 07:00:00,26441.187814520177
2022-01-11 08:00:00,26095.880551971106
2022-01-11 09:00:00,26811.409503582745
2022-01-11 10:00:00,27721.22342537761
2022-01-11 11:00:00,27253.41993805776
2022-01-11 12:00:00,26815.229152625776
2022-01-11 13:00:00,26571.597633009656
2022-01-11 14:00:00,26880.1917693396
2022-01-11 15:00:00,25734.4694584199
2022-01-11 16:00:00,25707.600876022563
2022-01-11 17:00:00,25024.03123566937
2022-01-11 18:00:00,23825.38827431044
2022-01-11 19:00:00,24296.308701086717
2022-01-11 20:00:00,24112.634082124227
2022-01-11 21:00:00,22966.80462187546
2022-01-11 22:00:00,22006.476309574955
2022-01-11 23:00:00,22723.464693695725
2022-01-12 00:00:00,21382.491711903047
2022-01-12 01:00:00,22077.136549759685
2022-01-12 02:00:00,22511.843370501712
2022-01-12 03:00:00,22542.551385408362
2022-01-12 04:00:00,22370.967555550807
2022-01-12 05:00:00,23829.208020251437
2022-01-12 06:00:00,24133.540038600648
2022-01-12 07:00:00,24467.299343489074
2022-01-12 08:00:00,25615.069494212064
2022-01-12 09:00:00,25198.839390827445
2022-01-12 10:00:00,25923.132286513046
2022-01-12 11:00:00,24810.35291354884
2022-01-12 12:00:00,26108.71362494058
2022-01-12 13:00:00,25302.28058632567
2022-01-12 14:00:00,25902.858728621297
2022-01-12 15:00:00,24634.205733127215
2022-01-12 16:00:00,25179.118987635324
2022-01-12 17:00:00,24168.991080573
2022-01-12 18:00:00,24153.43599744998
2022-01-12 19:00:00,23846.1967876053
2022-01-12 20:00:00,22831.40594440277
2022-01-12 21:00:00,21690.252312958983
2022-01-12 22:00:00,22085.434269447112
2022-01-12 23:00:00,21205.495853461096
2022-01-13 00:00:00,21728.26929592057
2022-01-13 01:00:00,21222.75931372155
2022-01-13 02:00:00,21281.0889850931
2022-01-13 03:00:00,21696.249936722717
2022-01-13 04:00:00,22727.718457247058
2022-01-13 05:00:00,22960.951298507796
2022-01-13 06:00:00,23819.29120791223
2022-01-13 07:00:00,23789.311076203867
2022-01-13 08:00:00,25213.218973455125
2022-01-13 09:00:00,24212.984612590106
2022-01-13 10:00:00,25229.766888244194
2022-01-13 11:00:00,24930.21454480978
2022-01-13 12:00:00,25698.584460140002
2022-01-13 13:00:00,26221.77809811885
2022-01-13 14:00:00,25412.847133615494
2022-01-13 15:00:00,25509.42849907468
2022-01-13 16:00:00,24888.61894243906
2022-01-13 17:00:00,24245.647833662657
2022-01-13 18:00:00,24151.541812432544
2022-01-13 19:00:00,23267.550559524483
2022-01-13 20:00:00,22738.453116254506
2022-01-13 21:00:00,22214.135728865593
2022-01-13 22:00:00,22347.124858258507
2022-01-13 23:00:00,21216.84963490362
2022-01-14 00:00:00,22375.450020151173
2022-01-14 01:00:00,20882.477270609124
2022-01-14 02:00:00,22146.12430776941
2022-01-14 03:00:00,22859.01601666631
2022-01-14 04:00:00,22668.31916805029
