date,Price
2023-01-01,50.49671415301123
2023-01-02,50.35844985184005
2023-01-03,51.00613838994074
2023-01-04,52.52916824634877
2023-01-05,52.295014871625426
2023-01-06,52.06087791467625
2023-01-07,53.640090730183644
2023-01-08,54.40752545933655
2023-01-09,53.938051073401596
2023-01-10,54.48061111698756
2023-01-11,54.0171934241751
2023-01-12,53.55146367060484
2023-01-13,53.79342594217088
2023-01-14,51.88014569751308
2023-01-15,50.15522786500004
2023-01-16,49.592940335759074
2023-01-17,48.58010921542465
2023-01-18,48.89435654801992
2023-01-19,47.98633247249871
2023-01-20,46.57402877116342
2023-01-21,48.03967754008497
2023-01-22,47.81390123959844
2023-01-23,47.88142944428636
2023-01-24,46.456681258072905
2023-01-25,45.91229853354773
2023-01-26,46.02322112325759
2023-01-27,44.87222754583529
2023-01-28,45.24792556418096
2023-01-29,44.64728687426216
2023-01-30,44.35559312446888
2023-01-31,43.75388651223948
2023-02-01,45.60616469674842
2023-02-02,45.59266747201048
2023-02-03,44.534956543054584
2023-02-04,45.357501455157774
2023-02-05,44.13665780518675
2023-02-06,44.34552140019151
2023-02-07,42.38585127631173
2023-02-08,41.0576652274133
2023-02-09,41.254526463282424
2023-02-10,41.992993043277835
2023-02-11,42.164361324467805
2023-02-12,42.04871304207957
2023-02-13,41.74760934649028
2023-02-14,40.26908735612285
2023-02-15,39.54924314772814
2023-02-16,39.08860437676835
2023-02-17,40.14572660298727
2023-02-18,40.48934489255573
2023-02-19,38.726304737193
2023-02-20,39.05038870658779
2023-02-21,38.665306426171476
2023-02-22,37.98838442586552
2023-02-23,38.60006071470639
2023-02-24,39.631060237202334
2023-02-25,40.56234035631853
2023-02-26,39.72312283309589
2023-02-27,39.41391045724468
2023-02-28,39.745173888648246
2023-03-01,40.720719015770605
2023-03-02,40.24154477792531
2023-03-03,40.055885801261496
2023-03-04,38.949550827255464
2023-03-05,37.7533442031748
2023-03-06,38.565870025569
2023-03-07,39.92211005413982
2023-03-08,39.85009993255949
2023-03-09,40.85363283045151
2023-03-10,41.21526885549915
2023-03-11,40.57014910089402
2023-03-12,40.931544706402434
2023-03-13,42.4695812728684
2023-03-14,42.43375523375845
2023-03-15,43.99839888957246
2023-03-16,41.37865378548271
2023-03-17,42.200556289857936
2023-03-18,42.287603358096106
2023-03-19,41.988596007630235
2023-03-20,42.080356784165744
2023-03-21,40.092787869564845
2023-03-22,39.87311598172734
2023-03-23,40.23022855323909
2023-03-24,41.7081225979806
2023-03-25,41.18985237970695
2023-03-26,40.38135877681376
2023-03-27,39.87960173322923
2023-03-28,40.7950038509313
2023-03-29,41.123754960590986
2023-03-30,40.593994756823946
2023-03-31,41.1072621899373
2023-04-01,41.204339739285345
2023-04-02,42.17298472981823
2023-04-03,41.47093163594088
2023-04-04,41.14326948934311
2023-04-05,40.751161336210956
2023-04-06,39.287646388078834
2023-04-07,39.58376666514341
2023-04-08,39.8448219373233
2023-04-09,39.84993539396576
2023-04-10,39.615348260590615
2023-04-11,38.199977518540194
2023-04-12,37.77933219577484
2023-04-13,37.43661767924807
2023-04-14,36.634340410026454
2023-04-15,36.47305469836044
2023-04-16,36.87710555517498
2023-04-17,38.76329145638551
2023-04-18,38.937869269217344
2023-04-19,39.195419659940114
2023-04-20,39.120973744173945
2023-04-21,37.202202528874906
2023-04-22,37.17568865342569
2023-04-23,37.23591886336671
2023-04-24,39.699160975851996
2023-04-25,39.50680001107088
2023-04-26,39.808347353404486
2023-04-27,39.773635583699246
2023-04-28,38.60495754607972
2023-04-29,39.74778036059473
2023-04-30,40.49971339328151
2023-05-01,41.290745340324555
2023-05-02,40.381357885529816
2023-05-03,41.78415219646591
2023-05-04,40.382301133673636
2023-05-05,40.969158227473905
2023-05-06,43.159613853283886
2023-05-07,42.169077528153196
2023-05-08,41.60277979855042
2023-05-09,41.70243116363807
2023-05-10,41.198955509521866
2023-05-11,39.64829207845573
2023-05-12,39.71685505326176
2023-05-13,38.65455133953566
2023-05-14,39.12814377017084
2023-05-15,38.208719535937036
2023-05-16,39.758653940954574
2023-05-17,38.97540064861833
2023-05-18,38.65333913241266
2023-05-19,39.46685634978233
2023-05-20,38.235992033348374
2023-05-21,38.4634519679525
2023-05-22,39.77059472223493
2023-05-23,38.1631114876737
2023-05-24,38.34774534620601
2023-05-25,38.60762814045443
2023-05-26,39.38945101223174
2023-05-27,38.152500301353655
2023-05-28,36.83204368826938
2023-05-29,37.35398525388628
2023-05-30,37.65096992711946
2023-05-31,37.90146277746534
2023-06-01,38.24791098696232
2023-06-02,37.56788626538383
2023-06-03,37.80013996254483
2023-06-04,38.09321243584351
2023-06-05,37.378861017817144
2023-06-06,39.2446355289619
2023-06-07,39.71846844987368
2023-06-08,38.527164952671036
2023-06-09,39.18371856130487
2023-06-10,38.209036891077545
2023-06-11,38.99612149482
2023-06-12,40.1547170738274
2023-06-13,39.33403475547569
2023-06-14,40.297410884720016
2023-06-15,40.710191811656514
2023-06-16,41.532251971651
2023-06-17,43.42904495430495
2023-06-18,43.18365683830208
2023-06-19,42.429920673944586
2023-06-20,41.540406244319065
2023-06-21,40.72459595935363
2023-06-22,40.64749424993953
2023-06-23,40.98864622475617
2023-06-24,41.265337024086186
2023-06-25,42.09252027312221
2023-06-26,42.10552216500012
2023-06-27,43.55905624215743
2023-06-28,43.294399408919475
2023-06-29,46.014568575509095
2023-06-30,46.640235923274105
2023-07-01,45.78307836685782
2023-07-02,44.71218586879671
2023-07-03,45.19465828403989
2023-07-04,44.97119549871404
2023-07-05,45.685195992806136
2023-07-06,46.15843361737968
2023-07-07,46.085604704722805
2023-07-08,45.2388109866544
2023-07-09,43.723963761968534
2023-07-10,43.277448809901514
2023-07-11,44.13384760422499
2023-07-12,44.34794134835519
2023-07-13,43.102202569643204
2023-07-14,43.27538349549438
2023-07-15,43.66070087522322
2023-07-16,42.77684343902209
2023-07-17,42.93056854496761
2023-07-18,42.98877726341362
2023-07-19,41.845806965582995
2023-07-20,42.20359432593128
2023-07-21,42.76437885229951
2023-07-22,43.847430095474785
2023-07-23,44.90123214750969
2023-07-24,43.5235627795526
2023-07-25,42.58573773963747
2023-07-26,43.10077300684613
2023-07-27,43.61455895775835
2023-07-28,44.129606644064395
2023-07-29,47.982338134719114
2023-07-30,48.55322864541228
2023-07-31,49.68879428559288
2023-08-01,50.64279604908608
2023-08-02,51.29418730039188
2023-08-03,50.978918055751535
2023-08-04,51.7378872762448
2023-08-05,50.96506206170723
2023-08-06,50.72824345496722
