Trip_Duration_hr,Distance_to_Shore_km,Wind_Speed_knots
11.242004069063022,37.30253393661124,5.186048333093522
2.736710079626821,7.1534809650288,3.9825400445283776
7.834692675539516,47.50123899171997,18.47106148552395
11.14968724336917,35.88710178613742,16.714246967074597
20.518217371183333,31.15433003867578,16.537948308286293
6.0393971441219385,11.4205377212737,18.72608956056678
18.960462117594137,47.56636314308645,17.97494452549291
5.8335962847091105,20.299576398293127,4.705468283566922
7.830496911743962,32.919595617463244,9.81298833408477
7.654900774412418,25.383183999286246,3.154726861232925
10.157916137454675,15.789533882040114,16.180404010891372
5.255539265226003,6.55270659140708,6.418540872961717
5.476671989855991,11.686690084787795,17.730685402993622
16.315385544673028,41.48897785036283,14.48191978710025
19.029600789395015,34.3897419392707,18.00680255328475
3.948540404523198,29.501090833309558,11.266704628423756
4.7394626742205705,6.853764445438005,23.765396248116854
7.565099830828788,26.06748130420983,14.531589640903746
5.268310980979899,44.993602963425744,12.058533388690279
5.014629892464986,26.431635084418442,15.114824241707407
19.25272064279387,23.562004265127893,14.927323475233294
5.9219384016550585,32.7247941994151,5.386215828851623
4.395448512098168,19.46374493637113,3.8279123225333187
18.156549677618653,31.139116826475473,24.217491784795158
10.718615659984243,22.847632265468246,5.199815596685577
7.4037411216448765,5.90411157682693,10.747643924290493
15.175394886594324,24.41281540448231,10.159987995760853
13.15331963334271,23.506003047333095,17.202291765985585
4.199460746284854,33.30777861029793,12.41407813031165
3.980475961179972,27.613485227754747,2.77511249148212
6.176539452932861,12.295752816784304,15.237845082712406
8.24142220573264,35.01036775941549,19.642017160914346
13.797151109000266,11.087253081879403,23.86008534009723
12.122675300195585,12.64718912326055,17.61772714166274
9.42078951642044,14.937364095187306,9.026202898298529
3.3339934306465424,8.90017137563997,10.936289546840507
3.2520327667974587,7.107803098816419,24.006016210321217
3.7992020413778875,6.3008623075072725,5.558835196319068
4.5556886096983735,24.740582905147225,16.479662584371226
7.157528164330239,41.38542789303258,19.102258826070333
37.681423467802134,32.60131049528414,24.463544852203096
13.86212283834761,34.743749895312625,15.1816063530556
8.328415027754087,46.787995466863265,11.69479647236273
8.009615471883933,26.930558953004898,13.19753096220342
19.352730398741677,33.71803346159054,6.602863800495695
4.85798968739908,13.329221935650116,22.872735883391204
2.9929103154458367,16.279419683680313,2.5215561406695586
8.048339105628077,25.09826042181978,3.247636903004177
18.230642709548395,48.76808293899422,19.523025132439574
4.94138627092577,26.04663659943887,7.081917794900699
9.166559913999569,23.336162100857695,2.602668399219292
4.317628503236644,40.37413456810024,24.98513309522554
7.533697832622147,21.719079694178692,14.224184471460038
3.5034401342708885,14.90645369702657,5.65565267962676
9.77040393917927,18.853102700569455,16.282325947694844
6.625878228519847,17.878291034324512,16.4717795430235
5.652518651814345,11.6304355338801,24.64927347173452
8.964603943619183,38.433606532567744,18.128001117771053
3.9449434552650358,40.744448532421686,7.07263298882244
6.5627185894942865,19.80592069732173,11.200589738435168
6.6050274457187985,7.7946341344599315,13.144740982886892
11.907563220769049,48.50133695602639,13.380875512130505
4.173717923946581,6.560970272240281,14.421665397630246
6.508555701482819,40.65298904461867,12.672239417607745
4.297056212487316,6.013824367259217,10.317894831401306
5.97532317299024,12.186210417711045,8.711119077187082
2.1427310034761815,11.57636134067624,3.198620280283211
27.072291091890513,44.725461371922904,14.860843620746797
4.11307118581279,13.529527987191143,16.86980844050523
15.583726472992815,20.064882572921555,23.459561575124702
17.50179991262911,23.441930871670245,11.233346066750016
2.960161139489735,7.6011441664205,13.49433636124549
27.474797428948694,29.407272227376875,4.613514087737253
